freq,unit,sex,age,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,NR,M,Y70-74,TRC2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13754 	12224 	12745 	13973 	14591 	15275 	15422 	15793 	16374 	16607 	16924 	17689 	19027 	19848 	20437 	21779 	23158 
A,NR,M,Y70-74,TRC3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10007 	8887 	9092 	9775 	10088 	10090 	10026 	10128 	10379 	10115 	10149 	10608 	11551 	11715 	12051 	12905 	13844 
A,NR,M,Y70-74,UK	911290 	959207 	1005573 	1053320 	1096325 	1100296 	1076619 	1061814 	1054068 	1051746 	1053178 	1058525 	1064817 	1069453 	1071837 	1075863 	1083633 	1095360 	1114933 	1138549 	1156770 	1160846 	1164217 	1185896 	1225894 	1273262 	1328334 	1424021 	1522470 	1572057 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKC	: 	: 	46500 	48900 	50900 	51100 	50300 	50000 	49400 	49000 	48716 	48804 	49007 	49276 	49548 	49721 	49722 	49825 	50469 	51297 	51705 	51523 	51253 	51320 	52193 	53913 	56240 	60667 	65605 	68454 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKC1	: 	: 	19900 	21000 	21800 	22200 	21900 	21800 	21700 	21400 	21431 	21500 	21612 	21795 	22018 	22162 	22229 	22419 	22835 	23321 	23664 	23763 	23771 	23821 	24267 	25157 	26244 	28160 	30307 	31487 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKC2	: 	: 	26600 	27900 	28900 	29000 	28500 	28100 	27700 	27400 	27286 	27304 	27395 	27481 	27530 	27559 	27493 	27406 	27634 	27976 	28041 	27760 	27482 	27499 	27926 	28756 	29996 	32507 	35298 	36967 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKD	: 	: 	118100 	124000 	128900 	129100 	125900 	123600 	122300 	121900 	121893 	122235 	122640 	123099 	123306 	123782 	124935 	126523 	128812 	131582 	133788 	134442 	134840 	136901 	140690 	144771 	149420 	159739 	171391 	177844 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKD1	: 	: 	9500 	9900 	10100 	10100 	9900 	9900 	10000 	10000 	10047 	10182 	10345 	10507 	10625 	10694 	10804 	10920 	11095 	11420 	11789 	12033 	12232 	12551 	12979 	13364 	13771 	14697 	15707 	16298 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKD3	: 	: 	42200 	44300 	46400 	46500 	45200 	44000 	43200 	42300 	41592 	41235 	41014 	41076 	41211 	41365 	41762 	42324 	43117 	44099 	44837 	44972 	45048 	45725 	46849 	48067 	49387 	52478 	56357 	58448 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKD4	: 	: 	25700 	27200 	28400 	28600 	27700 	26800 	26400 	26400 	26354 	26443 	26544 	26630 	26589 	26698 	27054 	27523 	28174 	28859 	29372 	29628 	29817 	30381 	31380 	32427 	33681 	36161 	38674 	40076 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKD6	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16261 	16321 	16375 	16529 	16781 	17128 	17618 	18238 	18813 	19021 	19134 	19540 	20230 	21070 	21989 	23673 	25449 	26321 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKD7	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28476 	28565 	28506 	28496 	28534 	28628 	28808 	28966 	28977 	28788 	28609 	28704 	29252 	29843 	30592 	32730 	35204 	36701 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKE	: 	: 	87900 	92200 	96200 	96900 	94800 	92900 	91800 	91000 	90105 	89729 	89698 	89834 	90315 	91174 	92300 	93777 	95726 	97660 	98994 	99018 	98521 	99371 	102204 	105988 	110460 	119026 	128094 	132668 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKE1	: 	: 	15800 	16800 	17700 	17800 	17400 	17000 	16900 	16800 	16756 	16933 	17149 	17324 	17566 	17861 	18058 	18290 	18665 	19038 	19292 	19227 	19114 	19268 	19652 	20220 	21093 	22948 	24927 	26058 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKE2	: 	: 	13700 	14500 	15200 	15300 	15100 	15000 	14800 	14900 	14974 	15043 	15218 	15362 	15397 	15540 	15832 	16123 	16463 	16933 	17290 	17246 	17192 	17525 	18221 	19108 	20245 	22126 	23890 	24694 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKE3	: 	: 	24000 	25000 	25600 	25600 	25000 	24500 	24400 	24000 	23677 	23353 	23117 	22996 	23060 	23248 	23471 	23824 	24301 	24724 	25066 	25272 	25353 	25550 	26269 	27324 	28308 	29976 	31784 	32616 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKE4	: 	: 	34200 	36100 	37800 	38200 	37200 	36300 	35500 	35200 	34701 	34400 	34214 	34152 	34292 	34525 	34939 	35540 	36297 	36965 	37346 	37273 	36862 	37028 	38062 	39336 	40814 	43976 	47493 	49300 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKF	: 	: 	73500 	77600 	81400 	82100 	80400 	79400 	78600 	78400 	78255 	78496 	78970 	79331 	79461 	79704 	80185 	81002 	82656 	84926 	86751 	87507 	88199 	90393 	94370 	99116 	104436 	112812 	120975 	124663 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKF1	: 	: 	36000 	37800 	39400 	39700 	38800 	38400 	38000 	37700 	37332 	37220 	37261 	37280 	37268 	37364 	37453 	37606 	38238 	39156 	39824 	40203 	40499 	41317 	43042 	45144 	47336 	50975 	54586 	56090 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKF2	: 	: 	24600 	26100 	27500 	27800 	27000 	26500 	26300 	26400 	26322 	26406 	26643 	26791 	26767 	26866 	27189 	27582 	28197 	29082 	29830 	30051 	30277 	31128 	32548 	34278 	36282 	39346 	42421 	44021 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKF3	: 	: 	12900 	13800 	14600 	14700 	14600 	14500 	14400 	14500 	14602 	14868 	15066 	15260 	15426 	15474 	15543 	15814 	16221 	16688 	17097 	17253 	17423 	17948 	18780 	19694 	20818 	22491 	23968 	24552 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKG	: 	: 	92200 	96700 	100400 	100900 	99100 	98200 	97800 	97800 	97752 	97936 	98268 	98373 	98185 	98187 	98679 	99729 	101795 	104474 	106617 	107402 	108191 	110585 	114706 	119364 	123735 	130406 	136849 	139358 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKG1	: 	: 	21500 	22600 	23500 	23700 	23200 	23200 	23300 	23300 	23365 	23624 	23946 	24142 	24300 	24586 	24967 	25432 	26142 	27007 	27661 	27924 	28255 	29150 	30660 	32408 	34152 	36503 	38646 	39618 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKG2	: 	: 	24600 	26100 	27300 	27900 	27500 	27400 	27400 	27500 	27647 	27751 	27883 	27992 	28162 	28410 	28758 	29341 	30302 	31365 	32266 	32969 	33619 	34670 	36379 	38238 	39842 	42177 	44506 	45546 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKG3	: 	: 	46300 	48000 	49500 	49500 	48300 	47500 	47300 	46900 	46740 	46562 	46439 	46239 	45723 	45191 	44954 	44956 	45351 	46102 	46690 	46509 	46317 	46765 	47667 	48718 	49741 	51726 	53697 	54194 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKH	: 	: 	92400 	97400 	102100 	102600 	100500 	99400 	99200 	99900 	100875 	102079 	103167 	104021 	104504 	105294 	106415 	107824 	110074 	112325 	113496 	113188 	113061 	115269 	119990 	125882 	132960 	144143 	155054 	159867 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKH1	: 	: 	40900 	43200 	45300 	45300 	44100 	43400 	43300 	43500 	44022 	44677 	45179 	45534 	45840 	46325 	46909 	47652 	48913 	50196 	50967 	51178 	51581 	52738 	54809 	57562 	60910 	65949 	70799 	73212 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKH2	: 	: 	23600 	24800 	26300 	26500 	26200 	26200 	26400 	26500 	26751 	27003 	27310 	27575 	27631 	27776 	28022 	28286 	28708 	29075 	29117 	28796 	28430 	28754 	29846 	31099 	32561 	35130 	37696 	38676 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKH3	: 	: 	27800 	29300 	30800 	30700 	30100 	29700 	29700 	29800 	30105 	30397 	30678 	30912 	31033 	31193 	31484 	31886 	32453 	33054 	33412 	33214 	33050 	33777 	35335 	37221 	39489 	43064 	46559 	47979 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKI	: 	: 	101700 	105400 	108700 	107900 	104400 	102100 	100700 	99600 	99313 	99908 	100348 	100016 	99353 	98662 	98289 	98345 	99011 	100185 	101275 	100760 	99442 	99574 	100932 	102795 	106273 	113388 	120953 	125460 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKI3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12651 	12462 	12326 	12149 	12080 	12187 	12360 	12570 	12762 	12802 	12724 	12835 	13151 	13584 	14226 	15239 	16206 	16819 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKI4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20813 	20643 	20303 	19918 	19689 	19586 	19711 	19911 	20002 	19813 	19441 	19199 	19085 	19066 	19333 	20333 	21662 	22680 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKI5	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24563 	24383 	24096 	23798 	23618 	23580 	23663 	23888 	24077 	23813 	23359 	23317 	23663 	24121 	24967 	26703 	28506 	29381 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKI6	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17694 	17656 	17547 	17476 	17400 	17309 	17325 	17504 	17706 	17653 	17544 	17796 	18221 	18653 	19368 	20851 	22348 	23045 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKI7	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24627 	24872 	25081 	25321 	25502 	25683 	25952 	26312 	26728 	26679 	26374 	26427 	26812 	27371 	28379 	30262 	32231 	33535 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKJ	: 	: 	134700 	140900 	146500 	146700 	142900 	141200 	140700 	141200 	142622 	144224 	145771 	146809 	147146 	147706 	148967 	150613 	153240 	156603 	159662 	160331 	160980 	165137 	172153 	180345 	189989 	205476 	220923 	228156 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKJ1	: 	: 	27800 	29500 	30900 	31300 	31000 	30900 	31100 	31400 	31717 	32209 	32640 	32991 	33212 	33475 	34016 	34626 	35281 	36119 	36973 	37192 	37252 	38049 	39540 	41258 	43105 	46155 	49447 	51107 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKJ2	: 	: 	48800 	50900 	53300 	53200 	51600 	50800 	50400 	50300 	50394 	50624 	50877 	51046 	51042 	51069 	51210 	51479 	52136 	52955 	53619 	53573 	53635 	55059 	57552 	60323 	63685 	69047 	74142 	76374 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKJ3	: 	: 	29800 	31000 	32300 	32400 	31800 	31500 	31300 	31600 	32146 	32551 	32934 	33101 	33067 	33195 	33510 	33887 	34550 	35385 	36162 	36407 	36637 	37601 	39170 	41175 	43582 	47261 	50721 	52318 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKJ4	: 	: 	28200 	29400 	30200 	29700 	28500 	28000 	27700 	27900 	28363 	28839 	29320 	29671 	29825 	29967 	30231 	30621 	31273 	32144 	32908 	33159 	33456 	34428 	35891 	37589 	39617 	43013 	46613 	48357 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKK	: 	: 	96500 	101500 	105900 	106200 	103700 	101900 	101200 	101200 	101889 	102897 	103737 	104055 	103992 	103903 	104157 	105175 	107212 	109708 	111647 	112336 	113596 	117207 	122523 	128735 	135832 	146561 	156796 	161642 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKK1	: 	: 	37800 	39800 	41600 	41900 	41000 	40300 	39900 	39700 	39868 	40078 	40155 	40224 	40249 	40188 	40340 	40862 	41684 	42711 	43606 	43993 	44561 	45920 	47796 	49938 	52286 	55864 	59593 	61500 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKK2	: 	: 	25900 	27300 	28600 	28700 	27800 	27500 	27300 	27300 	27496 	27755 	27991 	27995 	27879 	27811 	27765 	27932 	28512 	29170 	29540 	29596 	29884 	30755 	32050 	33764 	35839 	38876 	41764 	43108 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKK3	: 	: 	10300 	10800 	11400 	11400 	11300 	11100 	11000 	11000 	11202 	11440 	11687 	11763 	11750 	11823 	11901 	11967 	12181 	12459 	12658 	12760 	12950 	13453 	14197 	15002 	15997 	17525 	18839 	19430 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKK4	: 	: 	22300 	23600 	24300 	24400 	23600 	23200 	23000 	23100 	23325 	23624 	23904 	24073 	24114 	24081 	24151 	24414 	24835 	25368 	25843 	25987 	26201 	27079 	28480 	30031 	31710 	34296 	36600 	37604 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKL	: 	: 	56200 	58800 	60900 	61400 	60700 	59900 	59100 	58100 	57572 	57300 	57242 	57415 	57743 	58233 	58895 	59804 	61088 	62403 	63472 	64140 	64990 	66531 	68740 	71204 	73565 	77836 	82737 	85451 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKL1	: 	: 	37900 	39200 	40700 	41000 	40400 	39900 	39200 	38600 	38055 	37857 	37866 	38082 	38398 	38755 	39215 	39836 	40607 	41450 	42177 	42550 	43136 	44183 	45496 	47077 	48716 	51392 	54484 	56341 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKL2	: 	: 	18500 	19400 	20200 	20400 	20200 	20100 	19900 	19600 	19516 	19443 	19376 	19333 	19345 	19478 	19680 	19968 	20481 	20953 	21295 	21590 	21854 	22348 	23244 	24127 	24849 	26444 	28253 	29110 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKM	: 	: 	82624 	86174 	89515 	90375 	89283 	88107 	88212 	88673 	89391 	89950 	90768 	91763 	92529 	93445 	94611 	95669 	97100 	98908 	100304 	100742 	101137 	102493 	104785 	107058 	109897 	117111 	125263 	130123 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKM5	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7228 	7315 	7381 	7444 	7577 	7717 	7871 	7990 	8115 	8226 	8296 	8293 	8301 	8410 	8568 	8644 	8850 	9617 	10441 	11080 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKM6	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8519 	8596 	8735 	8917 	9042 	9182 	9364 	9560 	9807 	10082 	10357 	10563 	10804 	11132 	11499 	11771 	12055 	12717 	13419 	13897 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKM7	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	36819 	37765 	38994 	41843 	45089 	47029 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKM8	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26069 	26470 	26981 	28464 	30217 	31160 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKM9	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21830 	22408 	23017 	24470 	26097 	26957 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKN	: 	: 	23136 	23888 	24486 	24681 	24702 	24821 	24831 	24726 	24800 	24973 	25201 	25461 	25755 	26052 	26478 	27074 	27750 	28478 	29059 	29457 	30007 	31115 	32608 	34091 	35527 	36856 	37830 	: 	: 	: 	: 	: 	: 
A,NR,M,Y70-74,UKN0	: 	: 	23136 	23888 	24486 	24681 	24702 	24821 	24831 	24726 	24800 	24973 	25201 	25461 	25755 	26052 	26478 	27074 	27750 	28478 	29059 	29457 	30007 	31115 	32608 	34091 	35527 	36856 	37830 	: 	: 	: 	: 	: 	: 
A,NR,M,Y75-79,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16800 	17880 	19516 	21453 	24295 	25223 	25888 	26983 	28621 	30163 	32338 	34126 	35725 	37061 	38436 	40302 	41404 	41965 	41534 	40995 	39208 	39898 	: 
A,NR,M,Y75-79,AL0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16800 	17880 	19516 	21453 	24295 	25223 	25888 	26983 	28621 	30163 	32338 	34126 	35725 	37061 	38436 	40302 	41404 	41965 	41534 	40995 	39208 	39898 	: 
A,NR,M,Y75-79,AL01	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12048 	11955 	11744 	11283 	11355 	: 
A,NR,M,Y75-79,AL02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16229 	16071 	15720 	15278 	15796 	: 
A,NR,M,Y75-79,AL03	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13688 	13508 	13531 	12647 	12747 	: 
A,NR,M,Y75-79,ALXX	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,NR,M,Y75-79,AT	90030 	84181 	75719 	66731 	59465 	57977 	63902 	73103 	82599 	90541 	94813 	96971 	99171 	101186 	104832 	108457 	112052 	113896 	114709 	114143 	112832 	111219 	110932 	111446 	115075 	132195 	149322 	162458 	168992 	172699 	165737 	149676 	142723 	146333 	149524 
A,NR,M,Y75-79,AT1	40757 	37700 	33929 	29784 	26388 	25742 	28093 	31906 	36343 	39987 	41856 	42931 	43912 	44383 	45501 	46340 	47523 	47750 	47847 	47410 	46716 	45902 	45918 	46185 	47714 	55979 	64121 	70571 	73696 	75953 	73001 	65790 	60962 	62754 	63906 
A,NR,M,Y75-79,AT11	3365 	3068 	2627 	2276 	1988 	1959 	2290 	2856 	3327 	3719 	3947 	4108 	4195 	4216 	4351 	4452 	4557 	4573 	4731 	4721 	4712 	4690 	4760 	4747 	4860 	5454 	5957 	6236 	6216 	6175 	5747 	5046 	4812 	5198 	5724 
A,NR,M,Y75-79,AT12	17410 	16203 	14621 	12822 	11249 	10975 	12180 	13883 	15858 	17541 	18606 	19290 	19941 	20581 	21521 	22311 	23155 	23784 	24008 	24124 	23988 	23718 	23817 	24102 	24806 	28642 	32372 	35044 	36028 	36661 	34940 	31149 	28656 	29793 	30489 
A,NR,M,Y75-79,AT13	19982 	18429 	16681 	14686 	13151 	12808 	13623 	15167 	17158 	18727 	19303 	19533 	19776 	19586 	19629 	19577 	19811 	19393 	19108 	18565 	18016 	17494 	17341 	17336 	18048 	21883 	25792 	29291 	31452 	33117 	32314 	29595 	27494 	27763 	27693 
A,NR,M,Y75-79,AT2	21132 	19932 	17875 	15917 	14340 	13884 	15337 	17571 	19807 	21760 	22677 	23148 	23738 	24165 	25001 	26060 	26807 	27257 	27308 	26810 	26127 	25552 	25271 	25205 	26182 	29908 	33757 	36257 	37523 	38027 	36317 	32461 	31465 	32203 	32835 
A,NR,M,Y75-79,AT21	6723 	6391 	5711 	5157 	4649 	4500 	4976 	5700 	6323 	6961 	7264 	7432 	7593 	7781 	8067 	8385 	8642 	8710 	8689 	8496 	8203 	7996 	8007 	7971 	8306 	9460 	10762 	11588 	12024 	12202 	11750 	10488 	10425 	10712 	10960 
A,NR,M,Y75-79,AT22	14409 	13541 	12164 	10760 	9691 	9384 	10361 	11871 	13484 	14799 	15413 	15716 	16145 	16384 	16934 	17675 	18165 	18547 	18619 	18314 	17924 	17556 	17264 	17234 	17876 	20448 	22995 	24669 	25499 	25825 	24567 	21973 	21040 	21491 	21875 
A,NR,M,Y75-79,AT3	28141 	26549 	23915 	21030 	18737 	18351 	20472 	23626 	26449 	28794 	30280 	30892 	31521 	32638 	34330 	36057 	37722 	38889 	39554 	39923 	39989 	39765 	39743 	40056 	41179 	46308 	51444 	55630 	57773 	58719 	56419 	51425 	50296 	51376 	52783 
A,NR,M,Y75-79,AT31	13613 	12773 	11546 	10196 	9223 	9161 	10323 	11922 	13413 	14546 	15228 	15605 	15855 	16402 	17210 	17881 	18614 	19094 	19500 	19611 	19647 	19507 	19504 	19400 	19813 	22185 	24548 	26210 	27001 	27262 	25767 	23209 	22654 	23175 	23734 
A,NR,M,Y75-79,AT32	5223 	5011 	4465 	3956 	3572 	3418 	3809 	4421 	4846 	5235 	5420 	5357 	5391 	5527 	5791 	6124 	6480 	6688 	6607 	6627 	6598 	6541 	6429 	6605 	6807 	7822 	8847 	9836 	10337 	10673 	10457 	9657 	9344 	9622 	9824 
A,NR,M,Y75-79,AT33	6496 	6140 	5570 	4890 	4258 	4128 	4526 	5109 	5648 	6164 	6577 	6747 	6908 	7239 	7684 	8161 	8509 	8864 	9071 	9249 	9231 	9200 	9207 	9380 	9681 	10802 	12006 	13123 	13688 	13870 	13552 	12475 	12227 	12391 	12817 
A,NR,M,Y75-79,AT34	2809 	2625 	2334 	1988 	1684 	1644 	1814 	2174 	2542 	2849 	3055 	3183 	3367 	3470 	3645 	3891 	4119 	4243 	4376 	4436 	4513 	4517 	4603 	4671 	4878 	5499 	6043 	6461 	6747 	6914 	6643 	6084 	6071 	6188 	6408 
A,NR,M,Y75-79,BE	119153 	116622 	110368 	100661 	91363 	91126 	101551 	114790 	128912 	142923 	150721 	152616 	153895 	155037 	156109 	157636 	161235 	165601 	169513 	171250 	172750 	171538 	170556 	170803 	172556 	173803 	172465 	167200 	164260 	165281 	169291 	174220 	190261 	203284 	212971 
A,NR,M,Y75-79,BE1	12516 	12059 	11119 	10103 	9076 	8961 	9995 	11356 	12455 	13444 	13821 	13618 	13248 	13035 	12857 	12600 	12591 	12510 	12573 	12357 	12297 	12165 	12037 	11799 	11802 	11732 	11698 	11245 	11208 	11361 	11578 	11502 	12179 	12622 	12881 
A,NR,M,Y75-79,BE10	12516 	12059 	11119 	10103 	9076 	8961 	9995 	11356 	12455 	13444 	13821 	13618 	13248 	13035 	12857 	12600 	12591 	12510 	12573 	12357 	12297 	12165 	12037 	11799 	11802 	11732 	11698 	11245 	11208 	11361 	11578 	11502 	12179 	12622 	12881 
A,NR,M,Y75-79,BE2	69594 	68341 	64812 	59049 	53518 	53553 	59049 	66283 	74487 	83232 	88003 	89762 	91025 	92293 	93414 	95113 	98190 	101844 	105220 	107309 	109131 	109324 	109316 	110214 	111915 	112673 	111471 	108101 	106193 	106918 	109983 	114184 	123468 	130351 	135062 
A,NR,M,Y75-79,BE21	19676 	19645 	18727 	17077 	15575 	15627 	17177 	19469 	21590 	23786 	25014 	25153 	25259 	25689 	26127 	26663 	27566 	28402 	29302 	29582 	29659 	29559 	29547 	29704 	30333 	30711 	30431 	29455 	28926 	29022 	29947 	30844 	33424 	35131 	36264 
A,NR,M,Y75-79,BE22	6222 	6242 	6085 	5700 	5342 	5360 	5886 	6557 	7414 	8475 	9300 	9745 	10209 	10527 	10838 	11167 	11646 	12254 	12815 	13165 	13645 	13824 	14088 	14440 	14889 	15162 	15228 	14877 	14736 	14635 	14774 	15297 	16333 	17312 	18378 
A,NR,M,Y75-79,BE23	17529 	17131 	15946 	14344 	12729 	12701 	13868 	15480 	17391 	19355 	20106 	20471 	20562 	20633 	20762 	21191 	21858 	22860 	23683 	24264 	24686 	24827 	24542 	24700 	24963 	24992 	24510 	23542 	23045 	23298 	23965 	25103 	27665 	29331 	30281 
A,NR,M,Y75-79,BE24	11621 	11317 	10827 	9946 	9189 	9246 	10397 	11671 	13099 	14605 	15468 	15711 	15953 	16302 	16401 	16603 	17073 	17539 	17791 	18158 	18532 	18446 	18246 	18267 	18174 	18073 	17809 	17282 	16978 	17286 	17884 	18483 	19906 	21122 	21876 
A,NR,M,Y75-79,BE25	14546 	14006 	13227 	11982 	10683 	10619 	11721 	13106 	14993 	17011 	18115 	18682 	19042 	19142 	19286 	19489 	20047 	20789 	21629 	22140 	22609 	22668 	22893 	23103 	23556 	23735 	23493 	22945 	22508 	22677 	23413 	24457 	26140 	27455 	28263 
A,NR,M,Y75-79,BE3	37043 	36222 	34437 	31509 	28769 	28612 	32507 	37151 	41970 	46247 	48897 	49236 	49622 	49709 	49838 	49923 	50454 	51247 	51720 	51584 	51322 	50049 	49203 	48790 	48839 	49398 	49296 	47854 	46859 	47002 	47730 	48534 	54614 	60311 	65028 
A,NR,M,Y75-79,BE31	3288 	3226 	3124 	2895 	2672 	2670 	3053 	3454 	3880 	4308 	4591 	4630 	4724 	4750 	4838 	4882 	5074 	5255 	5331 	5399 	5415 	5293 	5307 	5363 	5442 	5631 	5659 	5553 	5519 	5713 	5921 	6191 	6910 	7520 	7914 
A,NR,M,Y75-79,BE32	14801 	14371 	13463 	12162 	10948 	10934 	12743 	14722 	16737 	18464 	19486 	19414 	19403 	19245 	19046 	18918 	18900 	19056 	19115 	18848 	18574 	18005 	17554 	17231 	17190 	17293 	17150 	16650 	16355 	16518 	16969 	17356 	19783 	22064 	23628 
A,NR,M,Y75-79,BE33	11296 	11141 	10698 	9873 	9069 	9054 	10152 	11599 	13104 	14442 	15252 	15464 	15543 	15687 	15781 	15812 	15969 	16284 	16476 	16561 	16506 	16244 	15942 	15794 	15752 	15938 	15968 	15583 	15252 	15103 	15101 	15037 	16647 	18112 	19625 
A,NR,M,Y75-79,BE34	2962 	2887 	2748 	2535 	2276 	2236 	2424 	2695 	2977 	3231 	3428 	3447 	3478 	3571 	3654 	3683 	3821 	3908 	3914 	3930 	3958 	3885 	3800 	3851 	3808 	3758 	3687 	3552 	3419 	3389 	3451 	3528 	3961 	4386 	4771 
A,NR,M,Y75-79,BE35	4696 	4597 	4404 	4044 	3804 	3718 	4135 	4681 	5272 	5802 	6140 	6281 	6474 	6456 	6519 	6628 	6690 	6744 	6884 	6846 	6869 	6622 	6600 	6551 	6647 	6778 	6832 	6516 	6314 	6279 	6288 	6422 	7313 	8229 	9090 
A,NR,M,Y75-79,BG	101440 	101113 	91492 	77459 	74524 	72515 	78269 	90247 	103482 	110286 	115900 	118673 	119857 	119759 	119493 	118193 	118573 	116452 	118723 	119812 	122106 	120172 	119612 	115594 	112376 	107559 	106359 	105716 	105407 	105721 	107335 	107255 	113924 	116283 	121543 
A,NR,M,Y75-79,BG3	61503 	61004 	54667 	45468 	43435 	41660 	44580 	51758 	59191 	62939 	65953 	67192 	66836 	66329 	65650 	64758 	64552 	63297 	64689 	65422 	66471 	65167 	64573 	61740 	59513 	56676 	55786 	55282 	55234 	55596 	56690 	56727 	59891 	61492 	64600 
